,key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,Delay,predicted_payment_date,bucketed_delay
135,135,U001,0200230690,DECA us,,2020.0,1930856771.0,2020-05-05,2020-05-05,2020-05-05,2020-05-11,USD,RV,21491.69,20200501.0,NAM2,1930856771.0,1,2020-05-12,+ve
136,136,U001,0200769623,WAL-MAR systems,,2020.0,1930745547.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,5287.08,20200404.0,NAH4,1930745547.0,1,2020-04-20,+ve
137,137,U001,200580232,INTERR systems,,2020.0,1930739527.0,2020-04-05,2020-04-03,2020-04-05,2020-04-15,USD,RV,15649.2,20200405.0,NA10,1930739527.0,1,2020-04-16,+ve
138,138,U001,0200875006,KROGER associates,,2020.0,1930675612.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,74596.34,20200320.0,NAA8,1930675612.0,0,2020-04-04,null
139,139,CA02,0140106408,WAL-M ,,2020.0,2960622744.0,2020-03-20,2020-03-20,2020-03-20,2020-03-30,CAD,RV,112012.01,20200320.0,CA10,2960622744.0,-3,2020-03-27,null
140,140,U001,200776463,KROGE in,,2020.0,1930713644.0,2020-03-27,2020-03-28,2020-03-27,2020-04-11,USD,RV,43312.75,20200327.0,NAA8,1930713644.0,0,2020-04-11,null
141,141,U001,0200744019,TARG corporation,,2020.0,1930692004.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,32662.56,20200325.0,NAA8,1930692004.0,0,2020-04-09,null
142,142,U001,0200759878,SA foundation,,2020.0,1930749006.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,53796.66,20200405.0,NAH4,1930749006.0,0,2020-04-20,null
143,143,U001,0200779906,BOZZU systems,,2020.0,1930666724.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,21917.39,20200319.0,NAA8,1930666724.0,0,2020-04-03,null
144,144,U001,0200769623,WAL-MAR co,,2020.0,1930749873.0,2020-04-05,2020-04-04,2020-04-05,2020-04-20,USD,RV,13635.52,20200405.0,NAH4,1930749873.0,1,2020-04-21,+ve
145,145,U001,0200706844,WINC corporation,,2020.0,1930694215.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,32997.6,20200325.0,NAA8,1930694215.0,0,2020-04-09,null
146,146,U001,200769623,WAL-MAR trust,,2020.0,1930751792.0,2020-04-08,2020-04-06,2020-04-08,2020-04-23,USD,RV,6640.59,20200408.0,NAH4,1930751792.0,2,2020-04-25,+ve
147,147,U001,0200769623,WAL-MAR corporation,,2020.0,1930738859.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,64457.4,20200404.0,NAH4,1930738859.0,1,2020-04-20,+ve
148,148,CA02,0140105785,SHOPPE corporation,,2020.0,2960628825.0,2020-04-15,2020-04-15,2020-04-15,2020-04-26,CAD,RV,1556.28,20200416.0,CA10,2960628825.0,-3,2020-04-23,null
149,149,U001,0200752393,S AB systems,,2020.0,1930833873.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1525.88,20200428.0,NAA8,1930833873.0,0,2020-05-13,null
150,150,U001,0200769623,WAL-MAR llc,,2020.0,1930708172.0,2020-03-27,2020-03-27,2020-03-27,2020-04-11,USD,RV,3625.31,20200327.0,NAH4,1930708172.0,1,2020-04-12,+ve
151,151,U001,0200331749,SYSC ,,2020.0,1930586592.0,2020-03-03,2020-03-02,2020-03-03,2020-04-04,USD,RV,11005.47,20200303.0,NA32,1930586592.0,1,2020-04-05,+ve
152,152,U001,0100031704,DELHAIZE systems,,2020.0,1930717640.0,2020-03-29,2020-03-29,2020-03-29,2020-04-13,USD,RV,74382.54,20200329.0,NAA8,1930717640.0,0,2020-04-13,null
153,153,U001,0200769623,WAL-MAR co,,2020.0,1930777735.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,36315.8,20200412.0,NAH4,1930777735.0,1,2020-04-28,+ve
154,154,U001,0200769623,WAL-MAR foundation,,2020.0,1930804653.0,2020-04-21,2020-04-20,2020-04-21,2020-05-06,USD,RV,40634.86,20200421.0,NAH4,1930804653.0,1,2020-05-07,+ve
155,155,U001,0200771157,WEIS llc,,2020.0,1930768819.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,43289.78,20200410.0,NAA8,1930768819.0,0,2020-04-25,null
156,156,U001,0200735528,ASSOCIA systems,,2020.0,1930632856.0,2020-03-12,2020-03-10,2020-03-12,2020-03-27,USD,RV,5065.03,20200312.0,NAA8,1930632856.0,0,2020-03-27,null
157,157,CA02,0140104240,FEDER us,,2020.0,2960623425.0,2020-03-24,2020-03-24,2020-03-24,2020-04-11,CAD,RV,27011.24,20200401.0,CA10,2960623425.0,-4,2020-04-07,null
158,158,U001,0200424504,M  systems,,2020.0,1930830318.0,2020-04-28,2020-04-27,2020-04-28,2020-05-15,USD,RV,6212.34,20200515.0,NACH,1930830318.0,1,2020-05-16,+ve
159,159,U001,0200769623,WAL-MAR co,,2020.0,1930727096.0,2020-04-02,2020-04-01,2020-04-02,2020-04-17,USD,RV,43092.02,20200402.0,NAH4,1930727096.0,1,2020-04-18,+ve
160,160,U001,0200794332,COST ,,2020.0,1930672868.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,14204.38,20200320.0,NAAX,1930672868.0,1,2020-04-05,+ve
161,161,U001,0200466603,SMITH'S corporation,,2020.0,1930794129.0,2020-04-16,2020-04-16,2020-04-16,2020-05-01,USD,RV,120454.77,20200416.0,NAA8,1930794129.0,0,2020-05-01,null
162,162,U001,0200732755,KROGER in,,2020.0,1930767595.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,USD,RV,41415.74,20200409.0,NAA8,1930767595.0,0,2020-04-24,null
163,163,U001,0200744496,NORT ,,2020.0,1930729727.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,35600.56,20200401.0,NAA8,1930729727.0,0,2020-04-16,null
164,164,U001,0200786288,FAMILY in,,2020.0,1930809353.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,14759.59,20200422.0,NAA8,1930809353.0,0,2020-05-07,null
165,165,U001,0200769623,WAL-MAR ,,2020.0,1930584748.0,2020-03-02,2020-02-29,2020-03-02,2020-03-17,USD,RV,34969.17,20200302.0,NAH4,1930584748.0,1,2020-03-18,+ve
166,166,U001,200772670,ASSOCIAT ,,2020.0,1930720398.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,5105.87,20200330.0,NAU5,1930720398.0,1,2020-04-15,+ve
167,167,U001,0200759878,SA trust,,2020.0,1930692526.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,16577.83,20200324.0,NAH4,1930692526.0,0,2020-04-08,null
168,168,U001,0100031704,DELHAIZE foundation,,2020.0,1930831902.0,2020-04-29,2020-04-27,2020-04-29,2020-05-14,USD,RV,98232.55,20200429.0,NAA8,1930831902.0,0,2020-05-14,null
169,169,U001,0200974851,RESTA in,,2020.0,1930784050.0,2020-04-17,2020-04-14,2020-04-17,2020-05-02,USD,RV,6039.23,20200417.0,NAA8,1930784050.0,0,2020-05-02,null
170,170,U001,0200230690,DECA llc,,2020.0,1930802877.0,2020-04-20,2020-04-20,2020-04-20,2020-03-11,USD,RV,5718.68,20200301.0,NAM2,1930802877.0,2,2020-03-13,+ve
171,171,U001,0100036039,GI ,,2020.0,1930763778.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,32246.33,20200409.0,NAA8,1930763778.0,0,2020-04-24,null
172,172,U001,0200759082,INGL systems,,2020.0,1930828612.0,2020-04-26,2020-04-26,2020-04-26,2020-05-11,USD,RV,93135.03,20200426.0,NAA8,1930828612.0,0,2020-05-11,null
173,173,U001,0200769623,WAL-MAR trust,,2020.0,1930744334.0,2020-04-05,2020-04-03,2020-04-05,2020-04-20,USD,RV,58007.82,20200405.0,NAH4,1930744334.0,1,2020-04-21,+ve
174,174,U001,0200769623,WAL-MAR trust,,2020.0,1930624425.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,13098.88,20200309.0,NAH4,1930624425.0,1,2020-03-25,+ve
175,175,U001,0200769623,WAL-MAR foundation,,2020.0,1930855404.0,2020-05-06,2020-05-03,2020-05-06,2020-05-21,USD,RV,76884.54,20200506.0,NAH4,1930855404.0,1,2020-05-22,+ve
176,176,U001,0200712187,SPAR corp,,2020.0,1930780445.0,2020-04-13,2020-04-13,2020-04-13,2020-04-28,USD,RV,25833.2,20200413.0,NAA8,1930780445.0,0,2020-04-28,null
177,177,U001,0100015557,BI associates,,2020.0,1930641502.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,28359.98,20200311.0,NAA8,1930641502.0,0,2020-03-26,null
178,178,U001,0200726979,BJ'S  foundation,,2020.0,1930592547.0,2020-03-02,2020-03-02,2020-03-02,2020-03-17,USD,RV,348.1,20200302.0,NAA8,1930592547.0,0,2020-03-17,null
179,179,U001,0200557600,GREEN  llc,,2020.0,1930795035.0,2020-04-16,2020-04-16,2020-04-16,2020-04-26,USD,RV,1275.56,20200416.0,NA10,1930795035.0,1,2020-04-27,+ve
180,180,CA02,0100029649,LES ENTRE corp,,2020.0,2960623869.0,2020-03-25,2020-03-25,2020-03-25,2020-04-06,CAD,RV,22920.0,20200327.0,CA10,2960623869.0,-4,2020-04-02,null
181,181,U001,0200794332,COST corp,,2020.0,1930654480.0,2020-03-10,2020-03-16,2020-03-10,2020-03-25,USD,RV,14856.92,20200310.0,NAAX,1930654480.0,1,2020-03-26,+ve
182,182,U001,0200769623,WAL-MAR associates,,2020.0,1930741008.0,2020-04-05,2020-04-03,2020-04-05,2020-04-20,USD,RV,426.66,20200405.0,NAH4,1930741008.0,1,2020-04-21,+ve
183,183,U001,0200762301,C&S WH foundation,,2020.0,1930681304.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,133740.54,20200321.0,NAC6,1930681304.0,1,2020-04-06,+ve
184,184,U001,0200769623,WAL-MAR associates,,2020.0,1930813922.0,2020-04-22,2020-04-22,2020-04-22,2020-05-07,USD,RV,9959.18,20200422.0,NAH4,1930813922.0,1,2020-05-08,+ve
185,185,CA02,0140104423,METRO  trust,,2020.0,2960617957.0,2020-03-02,2020-03-02,2020-03-02,2020-03-15,CAD,RV,141747.66,20200305.0,CA10,2960617957.0,-4,2020-03-11,null
186,186,U001,0200781803,JRD foundation,,2020.0,1930683059.0,2020-03-20,2020-03-21,2020-03-20,2020-04-04,USD,RV,612.74,20200320.0,NAA8,1930683059.0,0,2020-04-04,null
187,187,U001,0200769623,WAL-MAR corporation,,2020.0,1930708686.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,5636.05,20200327.0,NAH4,1930708686.0,1,2020-04-12,+ve
188,188,U001,0200290370,BARGAIN  associates,,2020.0,1930753403.0,2020-04-14,2020-04-06,2020-04-14,2020-04-29,USD,RV,4211.56,20200414.0,NAA8,1930753403.0,0,2020-04-29,null
189,189,U001,0200761734,H E BUT corporation,,2020.0,1930604624.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,16211.85,20200305.0,NAA8,1930604624.0,0,2020-03-20,null
190,190,U001,0200744019,TARG trust,,2020.0,1930778300.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,11133.79,20200412.0,NAA8,1930778300.0,0,2020-04-27,null
191,191,U001,0200769623,WAL-MAR foundation,,2020.0,1930611444.0,2020-03-07,2020-03-06,2020-03-07,2020-03-22,USD,RV,814.96,20200307.0,NAH4,1930611444.0,1,2020-03-23,+ve
192,192,U001,0200769623,WAL-MAR trust,,2020.0,1930710387.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,388.29,20200329.0,NAH4,1930710387.0,1,2020-04-14,+ve
193,193,U001,0200353024,DECA ,,2020.0,1930876331.0,2020-05-07,2020-05-07,2020-05-07,2020-05-11,USD,RV,13236.08,20200501.0,NAM2,1930876331.0,1,2020-05-12,+ve
194,194,U001,0200792293,UNIFIE corporation,,2020.0,1930739680.0,2020-04-05,2020-04-03,2020-04-05,2020-04-20,USD,RV,99286.28,20200405.0,NAA8,1930739680.0,0,2020-04-20,null
195,195,U001,0200721222,GO corporation,,2020.0,1930627837.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,38048.7,20200310.0,NAA8,1930627837.0,0,2020-03-25,null
196,196,U001,200020431,DEC llc,,2020.0,1930676095.0,2020-03-20,2020-03-20,2020-03-20,2020-04-08,USD,RV,4266.95,20200316.0,NAM4,1930676095.0,1,2020-04-09,+ve
197,197,U001,0200152991,JET systems,,2020.0,1930804879.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,1157.92,20200422.0,NAA8,1930804879.0,0,2020-05-07,null
198,198,U001,0200886415,COSTCO trust,,2020.0,1930798822.0,2020-04-22,2020-04-17,2020-04-22,2020-05-07,USD,RV,5836.32,20200422.0,NAA8,1930798822.0,0,2020-05-07,null
199,199,U001,0200726979,BJ'S  corp,,2020.0,1930780726.0,2020-04-06,2020-04-13,2020-04-06,2020-04-21,USD,RV,234.09,20200406.0,NAA8,1930780726.0,0,2020-04-21,null
200,200,CA02,100031628,COLDST corporation,,2020.0,2960623466.0,2020-03-27,2020-03-27,2020-03-27,2020-04-15,CAD,RV,18738.72,20200405.0,CA10,2960623466.0,-4,2020-04-11,null
201,201,U001,0200799367,MCL foundation,,2020.0,1930599314.0,2020-03-05,2020-03-04,2020-03-05,2020-03-20,USD,RV,176.49,20200305.0,NAA8,1930599314.0,0,2020-03-20,null
202,202,U001,0200744019,TARG in,,2020.0,1930758469.0,2020-04-08,2020-04-07,2020-04-08,2020-04-23,USD,RV,13873.46,20200408.0,NAA8,1930758469.0,0,2020-04-23,null
203,203,U001,200793568,SUPE systems,,2020.0,1930687215.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,28183.26,20200323.0,NAA8,1930687215.0,0,2020-04-07,null
204,204,U001,0200762301,C&S WH corp,,2020.0,1930842274.0,2020-04-30,2020-04-30,2020-04-30,2020-05-15,USD,RV,37932.07,20200430.0,NAC6,1930842274.0,1,2020-05-16,+ve
205,205,U001,0200759878,SA corp,,2020.0,1930714651.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,32950.25,20200328.0,NAH4,1930714651.0,0,2020-04-12,null
206,206,U001,0200707741,SMART &  associates,,2020.0,1930703380.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,17588.27,20200325.0,NAA8,1930703380.0,0,2020-04-09,null
207,207,U001,0200724999,GILSTE corp,,2020.0,1930845813.0,2020-05-01,2020-05-01,2020-05-01,2020-05-11,USD,RV,51663.6,20200501.0,NA10,1930845813.0,1,2020-05-12,+ve
208,208,U001,0200729942,SA systems,,2020.0,1930637936.0,2020-03-17,2020-03-11,2020-03-17,2020-04-01,USD,RV,4236.36,20200317.0,NAA8,1930637936.0,0,2020-04-01,null
209,209,U001,0200769623,WAL-MAR ,,2020.0,1930832910.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,10077.65,20200428.0,NAH4,1930832910.0,1,2020-05-14,+ve
210,210,U001,0200762301,C&S WH corp,,2020.0,1930691624.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,172572.09,20200324.0,NAC6,1930691624.0,1,2020-04-09,+ve
211,211,U001,0100036538,DENVER trust,,2020.0,1930819686.0,2020-04-30,2020-04-24,2020-04-30,2020-05-15,USD,RV,360.8,20200430.0,NAA8,1930819686.0,0,2020-05-15,null
212,212,U001,0200769623,WAL-MAR corporation,,2020.0,1930654477.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,27429.95,20200316.0,NAH4,1930654477.0,1,2020-04-01,+ve
213,213,U001,0200773364,U R M  trust,,2020.0,1930682795.0,2020-03-23,2020-03-21,2020-03-23,2020-04-07,USD,RV,3506.4,20200323.0,NAA8,1930682795.0,0,2020-04-07,null
214,214,U001,0200769623,WAL-MAR associates,,2020.0,1930796442.0,2020-04-16,2020-04-16,2020-04-16,2020-05-01,USD,RV,1886.24,20200416.0,NAH4,1930796442.0,1,2020-05-02,+ve
215,215,U001,0200769623,WAL-MAR associates,,2020.0,1930708912.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,153.21,20200327.0,NAH4,1930708912.0,1,2020-04-12,+ve
216,216,U001,0200769623,WAL-MAR trust,,2020.0,1930576622.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,13286.5,20200228.0,NAH4,1930576622.0,1,2020-03-15,+ve
217,217,U001,0200777735,NASH  trust,,2020.0,1930782116.0,2020-04-13,2020-04-13,2020-04-13,2020-04-28,USD,RV,120091.1,20200413.0,NAA8,1930782116.0,0,2020-04-28,null
218,218,U001,0200418007,AM foundation,,2020.0,1930691567.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,5403.12,20200330.0,NAA8,1930691567.0,0,2020-04-14,null
219,219,U001,0200148860,DOLLA ,,2020.0,1930686913.0,2020-03-25,2020-03-23,2020-03-25,2020-04-09,USD,RV,9610.76,20200325.0,NAA8,1930686913.0,0,2020-04-09,null
220,220,U001,0200794332,COST co,,2020.0,1930761127.0,2020-04-09,2020-04-07,2020-04-09,2020-04-24,USD,RV,1630.22,20200409.0,NAAX,1930761127.0,1,2020-04-25,+ve
221,221,U001,0200772670,ASSOCIAT corp,,2020.0,1930837927.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,5310.93,20200429.0,NAU5,1930837927.0,1,2020-05-15,+ve
222,222,U001,0200705089,JETR corp,,2020.0,1930725572.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,15172.16,20200401.0,NAA8,1930725572.0,0,2020-04-16,null
223,223,U001,0100015557,BI us,,2020.0,1930602623.0,2020-03-04,2020-03-04,2020-03-04,2020-03-19,USD,RV,49175.63,20200304.0,NAA8,1930602623.0,0,2020-03-19,null
224,224,U001,200744019,TARG corp,,2020.0,1930683360.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,16782.37,20200322.0,NAA8,1930683360.0,0,2020-04-06,null
225,225,U001,0200769623,WAL-MAR systems,,2020.0,1930801012.0,2020-04-19,2020-04-18,2020-04-19,2020-05-04,USD,RV,194.94,20200419.0,NAH4,1930801012.0,1,2020-05-05,+ve
226,226,U001,0200759878,SA llc,,2020.0,1930788318.0,2020-04-15,2020-04-15,2020-04-15,2020-04-30,USD,RV,29630.99,20200415.0,NAH4,1930788318.0,0,2020-04-30,null
227,227,U001,0200769623,WAL-MAR co,,2020.0,1930576820.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,4963.96,20200227.0,NAH4,1930576820.0,1,2020-03-14,+ve
228,228,U001,0200769623,WAL-MAR ,,2020.0,1930619159.0,2020-03-07,2020-03-07,2020-03-07,2020-03-22,USD,RV,9962.23,20200307.0,NAH4,1930619159.0,1,2020-03-23,+ve
229,229,CA02,0140106408,WAL-M systems,,2020.0,2960624767.0,2020-04-02,2020-04-02,2020-04-02,2020-04-12,CAD,RV,47427.85,20200402.0,CA10,2960624767.0,-3,2020-04-09,null
230,230,U001,CCCA02,KRAFT  co,,2020.0,1930576674.0,2020-03-01,2020-03-02,2020-03-01,2020-04-05,USD,RV,11625.12,20200301.0,NAG2,1930576674.0,0,2020-04-05,null
231,231,CA02,0140105847,GORDON F corporation,,2020.0,2960628262.0,2020-04-14,2020-04-14,2020-04-14,2020-04-26,CAD,RV,9096.0,20200416.0,CA10,2960628262.0,-3,2020-04-23,null
232,232,U001,0200769623,WAL-MAR ,,2020.0,1930581144.0,2020-02-28,2020-02-28,2020-02-28,2020-03-14,USD,RV,21815.63,20200228.0,NAH4,1930581144.0,1,2020-03-15,+ve
233,233,U001,0100043948,AMERIC corporation,,2020.0,1930667563.0,2020-03-27,2020-03-18,2020-03-27,2020-04-11,USD,RV,17319.8,20200327.0,NAA8,1930667563.0,0,2020-04-11,null
234,234,U001,0200769623,WAL-MAR co,,2020.0,1930801968.0,2020-04-20,2020-04-19,2020-04-20,2020-05-05,USD,RV,4643.4,20200420.0,NAH4,1930801968.0,1,2020-05-06,+ve
235,235,U001,0200769623,WAL-MAR corp,,2020.0,1930621469.0,2020-03-09,2020-03-07,2020-03-09,2020-03-24,USD,RV,15482.3,20200309.0,NAH4,1930621469.0,1,2020-03-25,+ve
236,236,CA02,0140106408,WAL-M ,,2020.0,2960618951.0,2020-03-08,2020-03-08,2020-03-08,2020-03-19,CAD,RV,182664.7,20200309.0,CA10,2960618951.0,-3,2020-03-16,null
237,237,U013,0140103400,FOST foundation,,2020.0,1991839999.0,2020-03-21,2020-03-17,2020-03-21,2020-04-20,USD,RV,6294.52,20200321.0,NAVE,1991839999.0,0,2020-04-20,null
238,238,U001,0200769623,WAL-MAR associates,,2020.0,1930797079.0,2020-04-17,2020-04-17,2020-04-17,2020-05-02,USD,RV,1627.83,20200417.0,NAH4,1930797079.0,1,2020-05-03,+ve
239,239,U001,0200759878,SA corp,,2020.0,1930660922.0,2020-03-17,2020-03-17,2020-03-17,2020-04-01,USD,RV,37631.48,20200317.0,NAH4,1930660922.0,0,2020-04-01,null
240,240,U001,0100031704,DELHAIZE in,,2020.0,1930833925.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,23036.16,20200428.0,NAA8,1930833925.0,0,2020-05-13,null
241,241,U001,0200700919,US  in,,2020.0,1930687962.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,48938.09,20200323.0,NAA8,1930687962.0,0,2020-04-07,null
242,242,U001,0200769623,WAL-MAR in,,2020.0,1930793532.0,2020-04-18,2020-04-16,2020-04-18,2020-05-03,USD,RV,11963.02,20200418.0,NAH4,1930793532.0,1,2020-05-04,+ve
243,243,U001,0200576926,VILA systems,,2020.0,1930596131.0,2020-03-06,2020-03-03,2020-03-06,2020-03-16,USD,RV,43188.25,20200306.0,NA10,1930596131.0,1,2020-03-17,+ve
244,244,U001,0200762301,C&S WH corp,,2020.0,1930580771.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,34016.46,20200229.0,NAC6,1930580771.0,1,2020-03-16,+ve
245,245,U001,0100036039,GI us,,2020.0,1930675536.0,2020-03-20,2020-03-20,2020-03-20,2020-05-24,USD,RV,3843.35,20200320.0,NAGD,1930675536.0,0,2020-05-24,null
246,246,U001,0200780383,MEIJ systems,,2020.0,1930696249.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,46842.77,20200325.0,NAA8,1930696249.0,0,2020-04-09,null
247,247,U001,0200762301,C&S WH ,,2020.0,1930656005.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,57189.16,20200316.0,NAC6,1930656005.0,1,2020-04-01,+ve
248,248,U001,0200769623,WAL-MAR co,,2020.0,1930708865.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,661.11,20200327.0,NAH4,1930708865.0,1,2020-04-12,+ve
249,249,U001,0200744019,TARG co,,2020.0,1930823518.0,2020-04-25,2020-04-24,2020-04-25,2020-05-10,USD,RV,17006.66,20200425.0,NAA8,1930823518.0,0,2020-05-10,null
250,250,U001,0200769623,WAL-MAR llc,,2020.0,1930611326.0,2020-03-07,2020-03-06,2020-03-07,2020-03-22,USD,RV,24037.99,20200307.0,NAH4,1930611326.0,1,2020-03-23,+ve
251,251,U001,0200772670,ASSOCIAT us,,2020.0,1930584562.0,2020-02-29,2020-02-29,2020-02-29,2020-03-15,USD,RV,61051.0,20200229.0,NAU5,1930584562.0,1,2020-03-16,+ve
252,252,U001,0200769623,WAL-MAR co,,2020.0,1930828465.0,2020-04-26,2020-04-26,2020-04-26,2020-05-11,USD,RV,9230.56,20200426.0,NAH4,1930828465.0,1,2020-05-12,+ve
253,253,U001,0200769623,WAL-MAR systems,,2020.0,1930778505.0,2020-04-11,2020-04-11,2020-04-11,2020-04-26,USD,RV,3228.13,20200411.0,NAH4,1930778505.0,1,2020-04-27,+ve
254,254,U001,0200794332,COST llc,,2020.0,1930861790.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,2904.62,20200506.0,NAAX,1930861790.0,1,2020-05-22,+ve
255,255,U001,0200769623,WAL-MAR corporation,,2020.0,1930856317.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,19967.82,20200505.0,NAH4,1930856317.0,1,2020-05-21,+ve
256,256,U001,0200769623,WAL-MAR associates,,2020.0,1930842979.0,2020-05-02,2020-04-30,2020-05-02,2020-05-17,USD,RV,27243.07,20200502.0,NAH4,1930842979.0,1,2020-05-18,+ve
257,257,U001,0200793568,SUPE trust,,2020.0,1930635407.0,2020-03-11,2020-03-10,2020-03-11,2020-03-26,USD,RV,73181.56,20200311.0,NAA8,1930635407.0,0,2020-03-26,null
258,258,U001,0200769623,WAL-MAR in,,2020.0,1930711466.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,33635.14,20200328.0,NAH4,1930711466.0,1,2020-04-13,+ve
259,259,U001,0200729290,KROGER corp,,2020.0,1930739724.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,50671.04,20200404.0,NAA8,1930739724.0,0,2020-04-19,null
260,260,U001,0200797452,US  foundation,,2020.0,1930632926.0,2020-03-10,2020-03-10,2020-03-10,2020-03-30,USD,RV,39530.88,20200310.0,NAD1,1930632926.0,1,2020-03-31,+ve
261,261,U001,0200704045,RA associates,,2020.0,1930683774.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,59306.36,20200321.0,NAA8,1930683774.0,0,2020-04-05,null
262,262,U001,200769623,WAL-MAR systems,,2020.0,1930892949.0,2020-05-12,2020-05-12,2020-05-12,2020-05-27,USD,RV,24852.49,20200512.0,NAH4,1930892949.0,2,2020-05-29,+ve
263,263,U001,0200769623,WAL-MAR ,,2020.0,1930768456.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,USD,RV,661.11,20200409.0,NAH4,1930768456.0,1,2020-04-25,+ve
264,264,U001,0200769623,WAL-MAR corp,,2020.0,1930701116.0,2020-03-25,2020-03-25,2020-03-25,2020-04-09,USD,RV,28778.9,20200325.0,NAH4,1930701116.0,1,2020-04-10,+ve
265,265,U001,0200705089,JETR associates,,2020.0,1930596194.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1914.44,20200303.0,NAA8,1930596194.0,0,2020-03-18,null
266,266,U001,0200515231,US  llc,,2020.0,1930653886.0,2020-03-15,2020-03-15,2020-03-15,2020-04-04,USD,RV,22757.27,20200315.0,NAD1,1930653886.0,1,2020-04-05,+ve
267,267,U001,0200769623,WAL-MAR corporation,,2020.0,1930789762.0,2020-04-16,2020-04-15,2020-04-16,2020-05-01,USD,RV,11373.49,20200416.0,NAH4,1930789762.0,1,2020-05-02,+ve
268,268,U001,0200772595,SAFEW trust,,2020.0,1930727249.0,2020-03-31,2020-04-01,2020-03-31,2020-04-15,USD,RV,58500.28,20200331.0,NAA8,1930727249.0,0,2020-04-15,null
269,269,U001,200772670,ASSOCIAT in,,2020.0,1930698113.0,2020-03-24,2020-03-25,2020-03-24,2020-04-08,USD,RV,57463.08,20200324.0,NAU5,1930698113.0,1,2020-04-09,+ve
270,270,U001,200762301,C&S WH us,,2020.0,1930655512.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,4522.28,20200317.0,NAC6,1930655512.0,1,2020-04-02,+ve
